relationship_id,num_findings,num_studies,num_significant_findings,highest_cited,median_effect_size,source_topic,target_topic,source_topic_name,target_topic_name
qUc_ySCKiC|oG8Da1gCE9,1,1,1,12.0,0.0813527489684137,qUc_ySCKiC,oG8Da1gCE9,neuroticism,traffic-related pollution
oG8Da1gCE9|5aHRpqbEkQ,9,5,6,9.0,0.4090514967418249,oG8Da1gCE9,5aHRpqbEkQ,traffic-related pollution,traffic collision
oG8Da1gCE9|5aHRpqbEkQ,9,5,6,9.0,0.4090514967418249,oG8Da1gCE9,5aHRpqbEkQ,traffic-related pollution,traffic collision
oG8Da1gCE9|mJUiqpZqDB,3,1,0,31.0,0.1021623170694799,oG8Da1gCE9,mJUiqpZqDB,traffic-related pollution,venous thromboembolism
oG8Da1gCE9|mJUiqpZqDB,3,1,0,31.0,0.1021623170694799,oG8Da1gCE9,mJUiqpZqDB,traffic-related pollution,venous thromboembolism
oG8Da1gCE9|O_DgKB67t-,1,1,0,24.0,1.2406215687322628,oG8Da1gCE9,O_DgKB67t-,traffic-related pollution,sputum
oG8Da1gCE9|O_DgKB67t-,1,1,0,24.0,1.2406215687322628,oG8Da1gCE9,O_DgKB67t-,traffic-related pollution,sputum
oG8Da1gCE9|DpKY3CQry3,1,1,0,98.0,,oG8Da1gCE9,DpKY3CQry3,traffic-related pollution,nitric oxide
oG8Da1gCE9|DpKY3CQry3,1,1,0,98.0,,oG8Da1gCE9,DpKY3CQry3,traffic-related pollution,nitric oxide
oG8Da1gCE9|DpKY3CQry3,1,1,0,98.0,,oG8Da1gCE9,DpKY3CQry3,traffic-related pollution,nitric oxide
oG8Da1gCE9|DpKY3CQry3,1,1,0,98.0,,oG8Da1gCE9,DpKY3CQry3,traffic-related pollution,nitric oxide
oG8Da1gCE9|-4z8u-acvk,1,1,0,46.0,0.1446490001270127,oG8Da1gCE9,-4z8u-acvk,traffic-related pollution,fever
oG8Da1gCE9|-4z8u-acvk,1,1,0,46.0,0.1446490001270127,oG8Da1gCE9,-4z8u-acvk,traffic-related pollution,fever
oG8Da1gCE9|-4z8u-acvk,1,1,0,46.0,0.1446490001270127,oG8Da1gCE9,-4z8u-acvk,traffic-related pollution,fever
oG8Da1gCE9|-4z8u-acvk,1,1,0,46.0,0.1446490001270127,oG8Da1gCE9,-4z8u-acvk,traffic-related pollution,fever
oG8Da1gCE9|aW8RHonfI6,1,1,0,38.0,0.0424308458000927,oG8Da1gCE9,aW8RHonfI6,traffic-related pollution,otitis
oG8Da1gCE9|aW8RHonfI6,1,1,0,38.0,0.0424308458000927,oG8Da1gCE9,aW8RHonfI6,traffic-related pollution,otitis
oG8Da1gCE9|4S1tqZb63l,1,1,0,119.0,0.5393794606420842,oG8Da1gCE9,4S1tqZb63l,traffic-related pollution,glucose tolerance test
oG8Da1gCE9|4S1tqZb63l,1,1,0,119.0,0.5393794606420842,oG8Da1gCE9,4S1tqZb63l,traffic-related pollution,glucose tolerance test
oG8Da1gCE9|qa2C9TKYL6,1,1,0,14.0,1.770230884674804,oG8Da1gCE9,qa2C9TKYL6,traffic-related pollution,obstructive sleep apnea
oG8Da1gCE9|qa2C9TKYL6,1,1,0,14.0,1.770230884674804,oG8Da1gCE9,qa2C9TKYL6,traffic-related pollution,obstructive sleep apnea
oG8Da1gCE9|qa2C9TKYL6,1,1,0,14.0,1.770230884674804,oG8Da1gCE9,qa2C9TKYL6,traffic-related pollution,obstructive sleep apnea
oG8Da1gCE9|qa2C9TKYL6,1,1,0,14.0,1.770230884674804,oG8Da1gCE9,qa2C9TKYL6,traffic-related pollution,obstructive sleep apnea
oG8Da1gCE9|JmZ-RoSC5o,3,1,0,72.0,1.6405866694510072,oG8Da1gCE9,JmZ-RoSC5o,traffic-related pollution,respiratory disease
oG8Da1gCE9|JmZ-RoSC5o,3,1,0,72.0,1.6405866694510072,oG8Da1gCE9,JmZ-RoSC5o,traffic-related pollution,respiratory disease
oG8Da1gCE9|G43xj5ZdyS,1,1,0,120.0,0.4592068667345444,oG8Da1gCE9,G43xj5ZdyS,traffic-related pollution,food allergy
oG8Da1gCE9|G43xj5ZdyS,1,1,0,120.0,0.4592068667345444,oG8Da1gCE9,G43xj5ZdyS,traffic-related pollution,food allergy
oG8Da1gCE9|TroTQ4RRsr,1,1,0,91.0,0.0054859049183585,oG8Da1gCE9,TroTQ4RRsr,traffic-related pollution,dry cough
oG8Da1gCE9|TroTQ4RRsr,1,1,0,91.0,0.0054859049183585,oG8Da1gCE9,TroTQ4RRsr,traffic-related pollution,dry cough
oG8Da1gCE9|ekDWfsWOh1,1,1,0,11.0,,oG8Da1gCE9,ekDWfsWOh1,traffic-related pollution,Allium schoenoprasum
oG8Da1gCE9|ekDWfsWOh1,1,1,0,11.0,,oG8Da1gCE9,ekDWfsWOh1,traffic-related pollution,Allium schoenoprasum
oG8Da1gCE9|vShhzorGOo,1,1,0,46.0,0.2591265817562849,oG8Da1gCE9,vShhzorGOo,traffic-related pollution,inflammatory bowel diseases
oG8Da1gCE9|vShhzorGOo,1,1,0,46.0,0.2591265817562849,oG8Da1gCE9,vShhzorGOo,traffic-related pollution,inflammatory bowel diseases
DZBybMvxDI|oG8Da1gCE9,1,1,0,3.0,,DZBybMvxDI,oG8Da1gCE9,COVID-19,traffic-related pollution
DZBybMvxDI|oG8Da1gCE9,1,1,0,3.0,,DZBybMvxDI,oG8Da1gCE9,COVID-19,traffic-related pollution
DZBybMvxDI|oG8Da1gCE9,1,1,0,3.0,,DZBybMvxDI,oG8Da1gCE9,COVID-19,traffic-related pollution
DZBybMvxDI|oG8Da1gCE9,1,1,0,3.0,,DZBybMvxDI,oG8Da1gCE9,COVID-19,traffic-related pollution
oG8Da1gCE9|dPRnWK2F6i,1,1,1,36.0,,oG8Da1gCE9,dPRnWK2F6i,traffic-related pollution,adiposity
oG8Da1gCE9|dPRnWK2F6i,1,1,1,36.0,,oG8Da1gCE9,dPRnWK2F6i,traffic-related pollution,adiposity
oG8Da1gCE9|XW9F7OPopQ,1,1,0,56.0,0.1157226032298034,oG8Da1gCE9,XW9F7OPopQ,traffic-related pollution,stroke
oG8Da1gCE9|XW9F7OPopQ,1,1,0,56.0,0.1157226032298034,oG8Da1gCE9,XW9F7OPopQ,traffic-related pollution,stroke
oG8Da1gCE9|XW9F7OPopQ,1,1,0,56.0,0.1157226032298034,oG8Da1gCE9,XW9F7OPopQ,traffic-related pollution,stroke
oG8Da1gCE9|XW9F7OPopQ,1,1,0,56.0,0.1157226032298034,oG8Da1gCE9,XW9F7OPopQ,traffic-related pollution,stroke
oG8Da1gCE9|Q0IMqAH4rf,1,1,1,1.0,,oG8Da1gCE9,Q0IMqAH4rf,traffic-related pollution,quality of life
oG8Da1gCE9|Q0IMqAH4rf,1,1,1,1.0,,oG8Da1gCE9,Q0IMqAH4rf,traffic-related pollution,quality of life
oG8Da1gCE9|slXbabUYMb,2,2,1,25.0,0.0770547973117003,oG8Da1gCE9,slXbabUYMb,traffic-related pollution,overweight
oG8Da1gCE9|slXbabUYMb,2,2,1,25.0,0.0770547973117003,oG8Da1gCE9,slXbabUYMb,traffic-related pollution,overweight
oG8Da1gCE9|slXbabUYMb,2,2,1,25.0,0.0770547973117003,oG8Da1gCE9,slXbabUYMb,traffic-related pollution,overweight
oG8Da1gCE9|slXbabUYMb,2,2,1,25.0,0.0770547973117003,oG8Da1gCE9,slXbabUYMb,traffic-related pollution,overweight
oG8Da1gCE9|KuOsQy6Xym,1,1,1,12.0,0.1933272656985497,oG8Da1gCE9,KuOsQy6Xym,traffic-related pollution,hypertension
oG8Da1gCE9|KuOsQy6Xym,1,1,1,12.0,0.1933272656985497,oG8Da1gCE9,KuOsQy6Xym,traffic-related pollution,hypertension
oG8Da1gCE9|_l4tNqo_PI,1,1,1,0.0,0.4526303009354325,oG8Da1gCE9,_l4tNqo_PI,traffic-related pollution,school attendance
oG8Da1gCE9|_l4tNqo_PI,1,1,1,0.0,0.4526303009354325,oG8Da1gCE9,_l4tNqo_PI,traffic-related pollution,school attendance
oG8Da1gCE9|_l4tNqo_PI,1,1,1,0.0,0.4526303009354325,oG8Da1gCE9,_l4tNqo_PI,traffic-related pollution,school attendance
oG8Da1gCE9|_l4tNqo_PI,1,1,1,0.0,0.4526303009354325,oG8Da1gCE9,_l4tNqo_PI,traffic-related pollution,school attendance
oG8Da1gCE9|LMsNh5NmxD,1,1,1,5.0,,oG8Da1gCE9,LMsNh5NmxD,traffic-related pollution,microbiota
oG8Da1gCE9|LMsNh5NmxD,1,1,1,5.0,,oG8Da1gCE9,LMsNh5NmxD,traffic-related pollution,microbiota
oG8Da1gCE9|5jSeW0wT3c,1,1,1,33.0,0.2045645777633289,oG8Da1gCE9,5jSeW0wT3c,traffic-related pollution,lung transplant
oG8Da1gCE9|5jSeW0wT3c,1,1,1,33.0,0.2045645777633289,oG8Da1gCE9,5jSeW0wT3c,traffic-related pollution,lung transplant
oG8Da1gCE9|w5h_sS4gaT,1,1,1,132.0,0.2045645777633289,oG8Da1gCE9,w5h_sS4gaT,traffic-related pollution,asthma-chronic obstructive pulmonary disease overlap syndrome
oG8Da1gCE9|w5h_sS4gaT,1,1,1,132.0,0.2045645777633289,oG8Da1gCE9,w5h_sS4gaT,traffic-related pollution,asthma-chronic obstructive pulmonary disease overlap syndrome
oG8Da1gCE9|crauNM4odX,1,1,1,8.0,,oG8Da1gCE9,crauNM4odX,traffic-related pollution,manganese
oG8Da1gCE9|crauNM4odX,1,1,1,8.0,,oG8Da1gCE9,crauNM4odX,traffic-related pollution,manganese
oG8Da1gCE9|crauNM4odX,1,1,1,8.0,,oG8Da1gCE9,crauNM4odX,traffic-related pollution,manganese
oG8Da1gCE9|crauNM4odX,1,1,1,8.0,,oG8Da1gCE9,crauNM4odX,traffic-related pollution,manganese
oG8Da1gCE9|DsedzKfp9M,1,1,1,8.0,,oG8Da1gCE9,DsedzKfp9M,traffic-related pollution,blood serum
oG8Da1gCE9|DsedzKfp9M,1,1,1,8.0,,oG8Da1gCE9,DsedzKfp9M,traffic-related pollution,blood serum
oG8Da1gCE9|ijI1H9tFwM,1,1,1,13.0,0.0337387716184271,oG8Da1gCE9,ijI1H9tFwM,traffic-related pollution,sedentary lifestyle
oG8Da1gCE9|ijI1H9tFwM,1,1,1,13.0,0.0337387716184271,oG8Da1gCE9,ijI1H9tFwM,traffic-related pollution,sedentary lifestyle
oG8Da1gCE9|DQbECFISI6,2,1,1,67.0,0.2105392951313099,oG8Da1gCE9,DQbECFISI6,traffic-related pollution,diabetes
oG8Da1gCE9|DQbECFISI6,2,1,1,67.0,0.2105392951313099,oG8Da1gCE9,DQbECFISI6,traffic-related pollution,diabetes
oG8Da1gCE9|DQbECFISI6,2,1,1,67.0,0.2105392951313099,oG8Da1gCE9,DQbECFISI6,traffic-related pollution,diabetes
oG8Da1gCE9|DQbECFISI6,2,1,1,67.0,0.2105392951313099,oG8Da1gCE9,DQbECFISI6,traffic-related pollution,diabetes
oG8Da1gCE9|QJrqUzuQgA,1,1,1,28.0,0.3161398478038024,oG8Da1gCE9,QJrqUzuQgA,traffic-related pollution,neurological disorder
oG8Da1gCE9|QJrqUzuQgA,1,1,1,28.0,0.3161398478038024,oG8Da1gCE9,QJrqUzuQgA,traffic-related pollution,neurological disorder
oG8Da1gCE9|kdIjl_iU2v,1,1,1,4.0,,oG8Da1gCE9,kdIjl_iU2v,traffic-related pollution,stair climbing
oG8Da1gCE9|kdIjl_iU2v,1,1,1,4.0,,oG8Da1gCE9,kdIjl_iU2v,traffic-related pollution,stair climbing
oG8Da1gCE9|aMbj5kgHAO,1,1,1,27.0,0.2760918863393225,oG8Da1gCE9,aMbj5kgHAO,traffic-related pollution,somnolence
oG8Da1gCE9|aMbj5kgHAO,1,1,1,27.0,0.2760918863393225,oG8Da1gCE9,aMbj5kgHAO,traffic-related pollution,somnolence
oG8Da1gCE9|azmocM4ZxR,1,1,1,71.0,0.4346993255768149,oG8Da1gCE9,azmocM4ZxR,traffic-related pollution,acute leukemia
oG8Da1gCE9|azmocM4ZxR,1,1,1,71.0,0.4346993255768149,oG8Da1gCE9,azmocM4ZxR,traffic-related pollution,acute leukemia
oG8Da1gCE9|N9uxI8hknw,4,3,2,65.0,0.2048537251469135,oG8Da1gCE9,N9uxI8hknw,traffic-related pollution,eczema
oG8Da1gCE9|N9uxI8hknw,4,3,2,65.0,0.2048537251469135,oG8Da1gCE9,N9uxI8hknw,traffic-related pollution,eczema
oG8Da1gCE9|8k_HjjGYuq,2,1,2,504.0,0.3766110288581151,oG8Da1gCE9,8k_HjjGYuq,traffic-related pollution,autism
oG8Da1gCE9|8k_HjjGYuq,2,1,2,504.0,0.3766110288581151,oG8Da1gCE9,8k_HjjGYuq,traffic-related pollution,autism
oG8Da1gCE9|hhEiHrPVMO,2,2,2,8.0,0.058229791626723,oG8Da1gCE9,hhEiHrPVMO,traffic-related pollution,tumor of hematopoietic and lymphoid tissues
oG8Da1gCE9|hhEiHrPVMO,2,2,2,8.0,0.058229791626723,oG8Da1gCE9,hhEiHrPVMO,traffic-related pollution,tumor of hematopoietic and lymphoid tissues
oG8Da1gCE9|jt0p0t_A6y,3,3,3,60.0,0.5139289931463852,oG8Da1gCE9,jt0p0t_A6y,traffic-related pollution,myocardial infarction
oG8Da1gCE9|jt0p0t_A6y,3,3,3,60.0,0.5139289931463852,oG8Da1gCE9,jt0p0t_A6y,traffic-related pollution,myocardial infarction
oG8Da1gCE9|0GgadM9ouC,4,3,3,847.0,0.1677216545962953,oG8Da1gCE9,0GgadM9ouC,traffic-related pollution,cardiovascular disease
oG8Da1gCE9|0GgadM9ouC,4,3,3,847.0,0.1677216545962953,oG8Da1gCE9,0GgadM9ouC,traffic-related pollution,cardiovascular disease
oG8Da1gCE9|6CK_Q9oicj,8,2,8,145.0,0.3391696188789677,oG8Da1gCE9,6CK_Q9oicj,traffic-related pollution,coronaropathy
oG8Da1gCE9|6CK_Q9oicj,8,2,8,145.0,0.3391696188789677,oG8Da1gCE9,6CK_Q9oicj,traffic-related pollution,coronaropathy
oG8Da1gCE9|pOCAf3KWXQ,17,10,11,94.0,0.2521915356564254,oG8Da1gCE9,pOCAf3KWXQ,traffic-related pollution,respiratory sound
oG8Da1gCE9|pOCAf3KWXQ,17,10,11,94.0,0.2521915356564254,oG8Da1gCE9,pOCAf3KWXQ,traffic-related pollution,respiratory sound
oG8Da1gCE9|pOCAf3KWXQ,17,10,11,94.0,0.2521915356564254,oG8Da1gCE9,pOCAf3KWXQ,traffic-related pollution,respiratory sound
oG8Da1gCE9|pOCAf3KWXQ,17,10,11,94.0,0.2521915356564254,oG8Da1gCE9,pOCAf3KWXQ,traffic-related pollution,respiratory sound
oG8Da1gCE9|EPkRQaRIuw,4,1,1,25.0,0.1021623170694799,oG8Da1gCE9,EPkRQaRIuw,traffic-related pollution,tuberculosis
oG8Da1gCE9|EPkRQaRIuw,4,1,1,25.0,0.1021623170694799,oG8Da1gCE9,EPkRQaRIuw,traffic-related pollution,tuberculosis
oG8Da1gCE9|rTbYdlAa-H,2,2,2,25.0,0.0216235124604535,oG8Da1gCE9,rTbYdlAa-H,traffic-related pollution,acute myocardial infarction
oG8Da1gCE9|rTbYdlAa-H,2,2,2,25.0,0.0216235124604535,oG8Da1gCE9,rTbYdlAa-H,traffic-related pollution,acute myocardial infarction
oG8Da1gCE9|EAshH_Ko3h,51,29,37,97.0,0.2957842973669112,oG8Da1gCE9,EAshH_Ko3h,traffic-related pollution,asthma
oG8Da1gCE9|EAshH_Ko3h,51,29,37,97.0,0.2957842973669112,oG8Da1gCE9,EAshH_Ko3h,traffic-related pollution,asthma
oG8Da1gCE9|EAshH_Ko3h,51,29,37,97.0,0.2957842973669112,oG8Da1gCE9,EAshH_Ko3h,traffic-related pollution,asthma
oG8Da1gCE9|EAshH_Ko3h,51,29,37,97.0,0.2957842973669112,oG8Da1gCE9,EAshH_Ko3h,traffic-related pollution,asthma
oG8Da1gCE9|QPxlNKv3zV,16,10,14,57.0,0.0565831370666327,oG8Da1gCE9,QPxlNKv3zV,traffic-related pollution,mortality rate
oG8Da1gCE9|QPxlNKv3zV,16,10,14,57.0,0.0565831370666327,oG8Da1gCE9,QPxlNKv3zV,traffic-related pollution,mortality rate
oG8Da1gCE9|QPxlNKv3zV,16,10,14,57.0,0.0565831370666327,oG8Da1gCE9,QPxlNKv3zV,traffic-related pollution,mortality rate
oG8Da1gCE9|QPxlNKv3zV,16,10,14,57.0,0.0565831370666327,oG8Da1gCE9,QPxlNKv3zV,traffic-related pollution,mortality rate
wpUeTjUbAc|sdWLpL7z_l,8,6,7,94.0,0.1089719394041165,wpUeTjUbAc,sdWLpL7z_l,extreme heat,preterm birth
wpUeTjUbAc|sdWLpL7z_l,8,6,7,94.0,0.1089719394041165,wpUeTjUbAc,sdWLpL7z_l,extreme heat,preterm birth
wpUeTjUbAc|sdWLpL7z_l,8,6,7,94.0,0.1089719394041165,wpUeTjUbAc,sdWLpL7z_l,extreme heat,preterm birth
wpUeTjUbAc|sdWLpL7z_l,8,6,7,94.0,0.1089719394041165,wpUeTjUbAc,sdWLpL7z_l,extreme heat,preterm birth
wpUeTjUbAc|-y4tAyIz5X,1,1,0,0.0,0.3982891048385402,wpUeTjUbAc,-y4tAyIz5X,extreme heat,organic brain syndrome
wpUeTjUbAc|-y4tAyIz5X,1,1,0,0.0,0.3982891048385402,wpUeTjUbAc,-y4tAyIz5X,extreme heat,organic brain syndrome
wpUeTjUbAc|aZJPqtlgv4,1,1,0,0.0,0.4796582749635497,wpUeTjUbAc,aZJPqtlgv4,extreme heat,attempted suicide
wpUeTjUbAc|aZJPqtlgv4,1,1,0,0.0,0.4796582749635497,wpUeTjUbAc,aZJPqtlgv4,extreme heat,attempted suicide
wpUeTjUbAc|aZJPqtlgv4,1,1,0,0.0,0.4796582749635497,wpUeTjUbAc,aZJPqtlgv4,extreme heat,attempted suicide
wpUeTjUbAc|aZJPqtlgv4,1,1,0,0.0,0.4796582749635497,wpUeTjUbAc,aZJPqtlgv4,extreme heat,attempted suicide
wpUeTjUbAc|tfwz-T5hNP,1,1,0,0.0,0.129051078238952,wpUeTjUbAc,tfwz-T5hNP,extreme heat,neurotic disorder
wpUeTjUbAc|tfwz-T5hNP,1,1,0,0.0,0.129051078238952,wpUeTjUbAc,tfwz-T5hNP,extreme heat,neurotic disorder
wpUeTjUbAc|ot7KN7fyOM,1,1,0,0.0,0.5722734180141522,wpUeTjUbAc,ot7KN7fyOM,extreme heat,personality disorder
wpUeTjUbAc|ot7KN7fyOM,1,1,0,0.0,0.5722734180141522,wpUeTjUbAc,ot7KN7fyOM,extreme heat,personality disorder
wpUeTjUbAc|CPu3fKZt34,2,1,0,25.0,,wpUeTjUbAc,CPu3fKZt34,extreme heat,body temperature
wpUeTjUbAc|CPu3fKZt34,2,1,0,25.0,,wpUeTjUbAc,CPu3fKZt34,extreme heat,body temperature
wpUeTjUbAc|CPu3fKZt34,2,1,0,25.0,,wpUeTjUbAc,CPu3fKZt34,extreme heat,body temperature
wpUeTjUbAc|CPu3fKZt34,2,1,0,25.0,,wpUeTjUbAc,CPu3fKZt34,extreme heat,body temperature
wpUeTjUbAc|48eyrNJvnf,1,1,1,0.0,0.5482028806041626,wpUeTjUbAc,48eyrNJvnf,extreme heat,coronary artery disease
wpUeTjUbAc|48eyrNJvnf,1,1,1,0.0,0.5482028806041626,wpUeTjUbAc,48eyrNJvnf,extreme heat,coronary artery disease
wpUeTjUbAc|GfoEM4wT9u,1,1,1,75.0,0.2000599870659406,wpUeTjUbAc,GfoEM4wT9u,extreme heat,schizophrenia
wpUeTjUbAc|GfoEM4wT9u,1,1,1,75.0,0.2000599870659406,wpUeTjUbAc,GfoEM4wT9u,extreme heat,schizophrenia
wpUeTjUbAc|GfoEM4wT9u,1,1,1,75.0,0.2000599870659406,wpUeTjUbAc,GfoEM4wT9u,extreme heat,schizophrenia
wpUeTjUbAc|GfoEM4wT9u,1,1,1,75.0,0.2000599870659406,wpUeTjUbAc,GfoEM4wT9u,extreme heat,schizophrenia
wpUeTjUbAc|E35fpBZ0DZ,1,1,1,75.0,0.1811915027615578,wpUeTjUbAc,E35fpBZ0DZ,extreme heat,somatoform disorder
wpUeTjUbAc|E35fpBZ0DZ,1,1,1,75.0,0.1811915027615578,wpUeTjUbAc,E35fpBZ0DZ,extreme heat,somatoform disorder
wpUeTjUbAc|SQuBf6o2Te,1,1,1,75.0,0.1811915027615578,wpUeTjUbAc,SQuBf6o2Te,extreme heat,mood disorder
wpUeTjUbAc|SQuBf6o2Te,1,1,1,75.0,0.1811915027615578,wpUeTjUbAc,SQuBf6o2Te,extreme heat,mood disorder
wpUeTjUbAc|4CjeFN18iH,1,1,1,5.0,0.1303714795726915,wpUeTjUbAc,4CjeFN18iH,extreme heat,urolithiasis
wpUeTjUbAc|4CjeFN18iH,1,1,1,5.0,0.1303714795726915,wpUeTjUbAc,4CjeFN18iH,extreme heat,urolithiasis
wpUeTjUbAc|ZxILd1CriZ,1,1,1,3.0,0.1613572149896438,wpUeTjUbAc,ZxILd1CriZ,extreme heat,otitis externa
wpUeTjUbAc|ZxILd1CriZ,1,1,1,3.0,0.1613572149896438,wpUeTjUbAc,ZxILd1CriZ,extreme heat,otitis externa
wpUeTjUbAc|LQvCXhyGLf,1,1,1,5.0,0.390452890122241,wpUeTjUbAc,LQvCXhyGLf,extreme heat,hypoglycemia
wpUeTjUbAc|LQvCXhyGLf,1,1,1,5.0,0.390452890122241,wpUeTjUbAc,LQvCXhyGLf,extreme heat,hypoglycemia
wpUeTjUbAc|LQvCXhyGLf,1,1,1,5.0,0.390452890122241,wpUeTjUbAc,LQvCXhyGLf,extreme heat,hypoglycemia
wpUeTjUbAc|LQvCXhyGLf,1,1,1,5.0,0.390452890122241,wpUeTjUbAc,LQvCXhyGLf,extreme heat,hypoglycemia
wpUeTjUbAc|dINFs04idR,3,3,3,39.0,0.3116738379102557,wpUeTjUbAc,dINFs04idR,extreme heat,heat
wpUeTjUbAc|dINFs04idR,3,3,3,39.0,0.3116738379102557,wpUeTjUbAc,dINFs04idR,extreme heat,heat
wpUeTjUbAc|dINFs04idR,3,3,3,39.0,0.3116738379102557,wpUeTjUbAc,dINFs04idR,extreme heat,heat
wpUeTjUbAc|dINFs04idR,3,3,3,39.0,0.3116738379102557,wpUeTjUbAc,dINFs04idR,extreme heat,heat
6cYbwlZxbn|wpUeTjUbAc,1,1,1,0.0,,6cYbwlZxbn,wpUeTjUbAc,thrombosis,extreme heat
6cYbwlZxbn|wpUeTjUbAc,1,1,1,0.0,,6cYbwlZxbn,wpUeTjUbAc,thrombosis,extreme heat
wpUeTjUbAc|fEPvZSrVRx,2,2,2,4.0,0.053481580093426,wpUeTjUbAc,fEPvZSrVRx,extreme heat,cardiac arrest
wpUeTjUbAc|fEPvZSrVRx,2,2,2,4.0,0.053481580093426,wpUeTjUbAc,fEPvZSrVRx,extreme heat,cardiac arrest
wpUeTjUbAc|fEPvZSrVRx,2,2,2,4.0,0.053481580093426,wpUeTjUbAc,fEPvZSrVRx,extreme heat,cardiac arrest
wpUeTjUbAc|fEPvZSrVRx,2,2,2,4.0,0.053481580093426,wpUeTjUbAc,fEPvZSrVRx,extreme heat,cardiac arrest
wpUeTjUbAc|6O-5A-bOC3,1,1,1,60.0,0.0952926972894493,wpUeTjUbAc,6O-5A-bOC3,extreme heat,bronchiectasis
wpUeTjUbAc|6O-5A-bOC3,1,1,1,60.0,0.0952926972894493,wpUeTjUbAc,6O-5A-bOC3,extreme heat,bronchiectasis
wpUeTjUbAc|D3aNmbUMyQ,1,1,1,53.0,1.621333918400192,wpUeTjUbAc,D3aNmbUMyQ,extreme heat,life sustaining care
wpUeTjUbAc|D3aNmbUMyQ,1,1,1,53.0,1.621333918400192,wpUeTjUbAc,D3aNmbUMyQ,extreme heat,life sustaining care
wpUeTjUbAc|RUuxVEW5T4,1,1,1,20.0,,wpUeTjUbAc,RUuxVEW5T4,extreme heat,colic
wpUeTjUbAc|RUuxVEW5T4,1,1,1,20.0,,wpUeTjUbAc,RUuxVEW5T4,extreme heat,colic
YtQ5lW8obL|wpUeTjUbAc,2,1,2,38.0,0.3653590282048765,YtQ5lW8obL,wpUeTjUbAc,body mass index,extreme heat
YtQ5lW8obL|wpUeTjUbAc,2,1,2,38.0,0.3653590282048765,YtQ5lW8obL,wpUeTjUbAc,body mass index,extreme heat
YtQ5lW8obL|wpUeTjUbAc,2,1,2,38.0,0.3653590282048765,YtQ5lW8obL,wpUeTjUbAc,body mass index,extreme heat
YtQ5lW8obL|wpUeTjUbAc,2,1,2,38.0,0.3653590282048765,YtQ5lW8obL,wpUeTjUbAc,body mass index,extreme heat
wpUeTjUbAc|QPxlNKv3zV,24,13,20,73.0,0.3467201123915194,wpUeTjUbAc,QPxlNKv3zV,extreme heat,mortality rate
wpUeTjUbAc|QPxlNKv3zV,24,13,20,73.0,0.3467201123915194,wpUeTjUbAc,QPxlNKv3zV,extreme heat,mortality rate
wpUeTjUbAc|QPxlNKv3zV,24,13,20,73.0,0.3467201123915194,wpUeTjUbAc,QPxlNKv3zV,extreme heat,mortality rate
wpUeTjUbAc|QPxlNKv3zV,24,13,20,73.0,0.3467201123915194,wpUeTjUbAc,QPxlNKv3zV,extreme heat,mortality rate
wpUeTjUbAc|kXWOa_Ul_J,1,1,1,0.0,,wpUeTjUbAc,kXWOa_Ul_J,extreme heat,puberty
wpUeTjUbAc|kXWOa_Ul_J,1,1,1,0.0,,wpUeTjUbAc,kXWOa_Ul_J,extreme heat,puberty
VeYq52V3Bz|wpUeTjUbAc,1,1,1,9.0,1.6516337653579356,VeYq52V3Bz,wpUeTjUbAc,social engagement,extreme heat
VeYq52V3Bz|wpUeTjUbAc,1,1,1,9.0,1.6516337653579356,VeYq52V3Bz,wpUeTjUbAc,social engagement,extreme heat
lzYVURvPRv|wpUeTjUbAc,1,1,1,9.0,0.5393794606420842,lzYVURvPRv,wpUeTjUbAc,disability,extreme heat
lzYVURvPRv|wpUeTjUbAc,1,1,1,9.0,0.5393794606420842,lzYVURvPRv,wpUeTjUbAc,disability,extreme heat
wpUeTjUbAc|dwy4MR0rcR,1,1,1,220.0,0.0217145786516256,wpUeTjUbAc,dwy4MR0rcR,extreme heat,acute kidney injury
wpUeTjUbAc|dwy4MR0rcR,1,1,1,220.0,0.0217145786516256,wpUeTjUbAc,dwy4MR0rcR,extreme heat,acute kidney injury
4FaXcuNJRt|wpUeTjUbAc,1,1,1,9.0,0.04801782852521,4FaXcuNJRt,wpUeTjUbAc,temperature,extreme heat
4FaXcuNJRt|wpUeTjUbAc,1,1,1,9.0,0.04801782852521,4FaXcuNJRt,wpUeTjUbAc,temperature,extreme heat
4FaXcuNJRt|wpUeTjUbAc,1,1,1,9.0,0.04801782852521,4FaXcuNJRt,wpUeTjUbAc,temperature,extreme heat
4FaXcuNJRt|wpUeTjUbAc,1,1,1,9.0,0.04801782852521,4FaXcuNJRt,wpUeTjUbAc,temperature,extreme heat
wpUeTjUbAc|DQbECFISI6,1,1,1,24.0,0.1005191425187925,wpUeTjUbAc,DQbECFISI6,extreme heat,diabetes
wpUeTjUbAc|DQbECFISI6,1,1,1,24.0,0.1005191425187925,wpUeTjUbAc,DQbECFISI6,extreme heat,diabetes
wpUeTjUbAc|DQbECFISI6,1,1,1,24.0,0.1005191425187925,wpUeTjUbAc,DQbECFISI6,extreme heat,diabetes
wpUeTjUbAc|DQbECFISI6,1,1,1,24.0,0.1005191425187925,wpUeTjUbAc,DQbECFISI6,extreme heat,diabetes
wpUeTjUbAc|EPkRQaRIuw,1,1,1,25.0,0.1421555346281904,wpUeTjUbAc,EPkRQaRIuw,extreme heat,tuberculosis
